"Date";"Num?ro de Carte";"Description";"Cat?gorie";"Debit";"Credit"
"2027-07-20";"************4382";"Cash Advance Fee";"Fees";"79.73";"0"
"2027-07-19";"************4382";"Maple Table Bistro";"Dining";"12.46";"0"
"2027-07-19";"************4382";"GreenRide Shuttle";"Transport";"83.66";"0"
"2027-07-19";"************4382";"BlueSky Mobile";"Utilities";"145.70";"0"
"2027-07-17";"************4382";"Store Return Credit";"Refunds";"0";"210.20"
"2027-07-17";"************4382";"Payroll Card Payment";"Payments";"0";"1570.97"
"2027-07-17";"************4382";"DataCraft Workshop";"Education";"85.38";"0"
"2027-07-15";"************4382";"GreenLeaf Supplements";"Health";"303.96";"0"
"2027-07-15";"************4382";"Bank Transfer Payment";"Payments";"0";"2114.00"
"2027-07-14";"************4382";"PrintWorks Studio";"Business";"160.76";"0"
"2027-07-14";"************4382";"Maple Table Bistro";"Dining";"187.93";"0"
"2027-07-14";"************4382";"GameCorner Store";"Entertainment";"141.24";"0"
"2027-07-13";"************4382";"Maple Table Bistro";"Dining";"76.29";"0"
"2027-07-13";"************4382";"Harbor Internet Co";"Utilities";"89.76";"0"
"2027-07-13";"************4382";"Canterbury Family Foods";"Groceries";"32.58";"0"
"2027-07-12";"************4382";"Credit Card Payment Thank You";"Payments";"0";"938.35"
"2027-07-12";"************4382";"Bank Transfer Payment";"Payments";"0";"326.00"
"2027-07-11";"************4382";"Wellington Coffee Room";"Dining";"29.08";"0"
"2027-07-11";"************4382";"StorageBox Monthly";"Housing";"1413.34";"0"
"2027-07-11";"************4382";"Coastal Spoon Cafe";"Dining";"115.75";"0"
"2027-07-11";"************4382";"Coastal Spoon Cafe";"Dining";"100.06";"0"
"2027-07-11";"************4382";"City Cab Network";"Transport";"101.21";"0"
"2027-07-10";"************4382";"Bank Transfer Payment";"Payments";"0";"1749.08"
"2027-07-07";"************4382";"Harbor Internet Co";"Utilities";"125.76";"0"
"2027-07-07";"************4382";"BlueSky Mobile";"Utilities";"125.86";"0"
"2027-07-05";"************4382";"Christchurch Car Rental";"Travel";"364.20";"0"
"2027-07-04";"************4382";"GameCorner Store";"Entertainment";"18.92";"0"
"2027-07-04";"************4382";"Credit Card Payment Thank You";"Payments";"0";"1987.87"
"2027-07-04";"************4382";"Auckland Metro Pass";"Transport";"5.28";"0"
"2027-07-03";"************4382";"Rotorua Organic Store";"Groceries";"161.07";"0"
"2027-07-03";"************4382";"City Medical Center";"Health";"216.50";"0"
"2027-07-02";"************4382";"Rotorua Organic Store";"Groceries";"142.20";"0"
"2027-07-01";"************4382";"Queenstown Burger Loft";"Dining";"121.93";"0"
"2027-06-30";"************4382";"Queenstown Burger Loft";"Dining";"74.50";"0"
"2027-06-30";"************4382";"DomainHouse Renewal";"Business";"38.30";"0"
"2027-06-28";"************4382";"Coastal Spoon Cafe";"Dining";"6.66";"0"
"2027-06-27";"************4382";"Harbor Ferry Ticket";"Transport";"56.87";"0"
"2027-06-26";"************4382";"Tasman Daily Market";"Groceries";"177.90";"0"
"2027-06-25";"************4382";"Wellington Pantry Co";"Groceries";"81.74";"0"
"2027-06-24";"************4382";"Harbor Ferry Ticket";"Transport";"61.14";"0"
"2027-06-24";"************4382";"Civic Cinema";"Entertainment";"131.74";"0"
"2027-06-24";"************4382";"Auckland Metro Pass";"Transport";"22.18";"0"
"2027-06-23";"************4382";"Queenstown Path Pass";"Travel";"491.68";"0"
"2027-06-23";"************4382";"PrintWorks Studio";"Business";"278.11";"0"
"2027-06-22";"************4382";"HomeHeat Energy";"Utilities";"232.42";"0"
"2027-06-22";"************4382";"Harbor Green Grocers";"Groceries";"166.34";"0"
"2027-06-21";"************4382";"Wellington Pantry Co";"Groceries";"48.47";"0"
"2027-06-21";"************4382";"Wellington Coffee Room";"Dining";"122.08";"0"
"2027-06-20";"************4382";"Travel Booking Refund";"Refunds";"0";"349.70"
"2027-06-20";"************4382";"Tasman Daily Market";"Groceries";"14.12";"0"
"2027-06-20";"************4382";"StudyHub Materials";"Education";"211.87";"0"
"2027-06-20";"************4382";"CarePlus Lab Services";"Health";"210.44";"0"
"2027-06-20";"************4382";"Auckland Theatre Tickets";"Entertainment";"185.67";"0"
"2027-06-19";"************4382";"Museum Annual Pass";"Entertainment";"205.62";"0"
"2027-06-19";"************4382";"GreenRide Shuttle";"Transport";"59.16";"0"
"2027-06-18";"************4382";"Milford Sound Tours";"Travel";"563.70";"0"
"2027-06-18";"************4382";"Invoice Client Deposit";"Business";"471.55";"0"
"2027-06-18";"************4382";"Auckland Waste Service";"Utilities";"111.01";"0"
"2027-06-17";"************4382";"MeetingRoom Booking";"Business";"490.39";"0"
"2027-06-16";"************4382";"PuzzleRoom Adventure";"Entertainment";"115.53";"0"
"2027-06-16";"************4382";"NorthLine Bus Card";"Transport";"37.72";"0"
"2027-06-16";"************4382";"GreenLeaf Supplements";"Health";"49.90";"0"
"2027-06-15";"************4382";"Wellington Coffee Room";"Dining";"68.83";"0"
"2027-06-15";"************4382";"Statement Copy Fee";"Fees";"7.11";"0"
"2027-06-13";"************4382";"Monthly Account Fee";"Fees";"27.66";"0"
"2027-06-13";"************4382";"Coastal Spoon Cafe";"Dining";"23.23";"0"
"2027-06-13";"************4382";"Auckland Theatre Tickets";"Entertainment";"182.84";"0"
"2027-06-12";"************4382";"Statement Copy Fee";"Fees";"6.44";"0"
"2027-06-12";"************4382";"NorthLine Bus Card";"Transport";"85.21";"0"
"2027-06-11";"************4382";"Rotorua Organic Store";"Groceries";"34.91";"0"
"2027-06-11";"************4382";"City Cab Network";"Transport";"59.08";"0"
"2027-06-11";"************4382";"Aotearoa Lodge Booking";"Travel";"361.85";"0"
"2027-06-10";"************4382";"Rotorua Organic Store";"Groceries";"183.25";"0"
"2027-06-10";"************4382";"City Cab Network";"Transport";"57.75";"0"
"2027-06-10";"************4382";"BookNest Learning";"Education";"167.68";"0"
"2027-06-10";"************4382";"Auckland Waste Service";"Utilities";"114.19";"0"
"2027-06-09";"************4382";"Kiwi Basket Foods";"Groceries";"87.75";"0"
"2027-06-09";"************4382";"GameCorner Store";"Entertainment";"152.28";"0"
"2027-06-08";"************4382";"GreenRide Shuttle";"Transport";"80.25";"0"
"2027-06-08";"************4382";"Coastal Spoon Cafe";"Dining";"88.80";"0"
"2027-06-08";"************4382";"BookTown Store";"Entertainment";"92.73";"0"
"2027-06-07";"************4382";"Wellington Parking Pay";"Transport";"84.99";"0"
"2027-06-07";"************4382";"StudyHub Materials";"Education";"28.72";"0"
"2027-06-07";"************4382";"RoadStar Fuel Stop";"Transport";"87.00";"0"
"2027-06-07";"************4382";"Pacific Coast Hostel";"Travel";"267.97";"0"
"2027-06-07";"************4382";"Invoice Client Deposit";"Business";"122.36";"0"
"2027-06-06";"************4382";"Online Payment Received";"Payments";"0";"366.04"
"2027-06-06";"************4382";"North Shore Supermart";"Groceries";"80.80";"0"
"2027-06-06";"************4382";"HomeHeat Energy";"Utilities";"144.89";"0"
"2027-06-05";"************4382";"Tasman Daily Market";"Groceries";"110.57";"0"
"2027-06-05";"************4382";"Auckland Metro Pass";"Transport";"15.32";"0"
"2027-06-04";"************4382";"GreenRide Shuttle";"Transport";"35.79";"0"
"2027-06-04";"************4382";"GreenRide Shuttle";"Transport";"17.79";"0"
"2027-06-02";"************4382";"MetroLink Transit";"Transport";"15.17";"0"
"2027-06-02";"************4382";"Harbor Noodle House";"Dining";"130.20";"0"
"2027-06-02";"************4382";"BookTown Store";"Entertainment";"6.79";"0"
"2027-06-01";"************4382";"RoadStar Fuel Stop";"Transport";"28.59";"0"
"2027-06-01";"************4382";"Queenstown Burger Loft";"Dining";"12.32";"0"
"2027-06-01";"************4382";"Merchant Refund";"Refunds";"0";"23.58"
"2027-06-01";"************4382";"BookTown Store";"Entertainment";"85.06";"0"
"2027-06-01";"************4382";"Auckland Waste Service";"Utilities";"122.51";"0"
"2027-05-31";"************4382";"Wellington Coffee Room";"Dining";"8.37";"0"
"2027-05-30";"************4382";"StorageBox Monthly";"Housing";"718.69";"0"
"2027-05-30";"************4382";"CloudDesk Storage";"Business";"325.51";"0"
"2027-05-29";"************4382";"PuzzleRoom Adventure";"Entertainment";"19.13";"0"
"2027-05-29";"************4382";"Harbor Internet Co";"Utilities";"170.46";"0"
"2027-05-28";"************4382";"Coastal Spoon Cafe";"Dining";"10.18";"0"
"2027-05-27";"************4382";"Nelson Curry Kitchen";"Dining";"24.54";"0"
"2027-05-26";"************4382";"PostalPro Shipping";"Business";"77.03";"0"
"2027-05-25";"************4382";"Pacific Coast Hostel";"Travel";"524.66";"0"
"2027-05-25";"************4382";"Harbor Internet Co";"Utilities";"131.62";"0"
"2027-05-24";"************4382";"Cash Advance Fee";"Fees";"82.59";"0"
"2027-05-23";"************4382";"Coastal Spoon Cafe";"Dining";"24.63";"0"
"2027-05-22";"************4382";"SecureNest Insurance";"Housing";"755.76";"0"
"2027-05-21";"************4382";"Travel Booking Refund";"Refunds";"0";"108.34"
"2027-05-21";"************4382";"Sunset Pizza Works";"Dining";"121.17";"0"
"2027-05-21";"************4382";"North Shore Supermart";"Groceries";"102.42";"0"
"2027-05-21";"************4382";"Harbor Internet Co";"Utilities";"215.29";"0"
"2027-05-20";"************4382";"Sunset Pizza Works";"Dining";"101.16";"0"
"2027-05-19";"************4382";"Harbor Green Grocers";"Groceries";"124.18";"0"
"2027-05-19";"************4382";"ClearNet Fibre";"Utilities";"44.50";"0"
"2027-05-18";"************4382";"NorthLine Bus Card";"Transport";"6.00";"0"
"2027-05-18";"************4382";"Harbor Internet Co";"Utilities";"103.83";"0"
"2027-05-15";"************4382";"Riverfront Music Hall";"Entertainment";"164.29";"0"
"2027-05-15";"************4382";"Merchant Refund";"Refunds";"0";"267.05"
"2027-05-15";"************4382";"BrightWater Services";"Utilities";"177.42";"0"
"2027-05-14";"************4382";"Payroll Card Payment";"Payments";"0";"2354.52"
"2027-05-14";"************4382";"New Zealand Scenic Coach";"Travel";"832.84";"0"
"2027-05-14";"************4382";"City Medical Center";"Health";"246.05";"0"
"2027-05-13";"************4382";"PostalPro Shipping";"Business";"453.21";"0"
"2027-05-13";"************4382";"Milford Sound Tours";"Travel";"82.09";"0"
"2027-05-13";"************4382";"Brooklyn Sandwich Bar";"Dining";"115.12";"0"
"2027-05-11";"************4382";"Coastal Spoon Cafe";"Dining";"114.22";"0"
"2027-05-10";"************4382";"Auckland Fresh Market";"Groceries";"97.26";"0"
"2027-05-09";"************4382";"Sunset Pizza Works";"Dining";"30.99";"0"
"2027-05-08";"************4382";"Wellington Pantry Co";"Groceries";"101.20";"0"
"2027-05-08";"************4382";"Harbor Internet Co";"Utilities";"233.13";"0"
"2027-05-08";"************4382";"Foreign Exchange Fee";"Fees";"17.78";"0"
"2027-05-08";"************4382";"Auckland Metro Pass";"Transport";"14.33";"0"
"2027-05-07";"************4382";"NorthLine Bus Card";"Transport";"14.66";"0"
"2027-05-07";"************4382";"Harbor Language School";"Education";"225.48";"0"
"2027-05-06";"************4382";"Payroll Card Payment";"Payments";"0";"813.72"
"2027-05-06";"************4382";"Maple Table Bistro";"Dining";"96.68";"0"
"2027-05-05";"************4382";"Museum Annual Pass";"Entertainment";"135.77";"0"
"2027-05-03";"************4382";"CodeGarden Classes";"Education";"136.86";"0"
"2027-05-03";"************4382";"Building Manager Fee";"Housing";"632.26";"0"
"2027-05-02";"************4382";"NorthLine Bus Card";"Transport";"41.75";"0"
"2027-05-01";"************4382";"Wellington Parking Pay";"Transport";"15.98";"0"
"2027-05-01";"************4382";"North Shore Supermart";"Groceries";"163.82";"0"
"2027-04-30";"************4382";"GardenCare Subscription";"Housing";"928.97";"0"
"2027-04-29";"************4382";"GardenCare Subscription";"Housing";"573.31";"0"
"2027-04-29";"************4382";"Auckland Fresh Market";"Groceries";"30.53";"0"
"2027-04-28";"************4382";"Interest Charge";"Fees";"3.43";"0"
"2027-04-28";"************4382";"BookTown Store";"Entertainment";"151.24";"0"
"2027-04-26";"************4382";"PuzzleRoom Adventure";"Entertainment";"40.14";"0"
"2027-04-26";"************4382";"Payroll Card Payment";"Payments";"0";"2029.42"
"2027-04-26";"************4382";"New Zealand Scenic Coach";"Travel";"240.08";"0"
"2027-04-26";"************4382";"ClearNet Fibre";"Utilities";"47.97";"0"
"2027-04-25";"************4382";"StorageBox Monthly";"Housing";"117.17";"0"
"2027-04-25";"************4382";"Harbor Green Grocers";"Groceries";"76.36";"0"
"2027-04-24";"************4382";"Merchant Refund";"Refunds";"0";"103.46"
"2027-04-23";"************4382";"RoadStar Fuel Stop";"Transport";"47.53";"0"
"2027-04-23";"************4382";"Canterbury Family Foods";"Groceries";"58.14";"0"
"2027-04-22";"************4382";"Wellington Ferry Terminal";"Travel";"302.86";"0"
"2027-04-22";"************4382";"GameCorner Store";"Entertainment";"191.90";"0"
"2027-04-22";"************4382";"Christchurch Car Rental";"Travel";"643.04";"0"
"2027-04-21";"************4382";"Auckland Waste Service";"Utilities";"115.23";"0"
"2027-04-20";"************4382";"Wellington Coffee Room";"Dining";"37.42";"0"
"2027-04-20";"************4382";"RoadStar Fuel Stop";"Transport";"79.02";"0"
"2027-04-20";"************4382";"Replacement Card Fee";"Fees";"70.91";"0"
"2027-04-20";"************4382";"Payroll Card Payment";"Payments";"0";"572.93"
"2027-04-20";"************4382";"Online Payment Received";"Payments";"0";"179.23"
"2027-04-20";"************4382";"CarePlus Lab Services";"Health";"128.23";"0"
"2027-04-19";"************4382";"Harbor Noodle House";"Dining";"51.18";"0"
"2027-04-18";"************4382";"Sunset Pizza Works";"Dining";"106.09";"0"
"2027-04-18";"************4382";"SouthGrid Electric";"Utilities";"72.04";"0"
"2027-04-18";"************4382";"MeetingRoom Booking";"Business";"232.49";"0"
"2027-04-17";"************4382";"Riverfront Music Hall";"Entertainment";"157.62";"0"
"2027-04-17";"************4382";"ClearNet Fibre";"Utilities";"129.39";"0"
"2027-04-17";"************4382";"City Medical Center";"Health";"253.31";"0"
"2027-04-17";"************4382";"Bank Transfer Payment";"Payments";"0";"677.38"
"2027-04-16";"************4382";"Maple Table Bistro";"Dining";"141.01";"0"
"2027-04-16";"************4382";"HealthFirst Appointment";"Health";"168.95";"0"
"2027-04-16";"************4382";"Harbor Ferry Ticket";"Transport";"47.09";"0"
"2027-04-16";"************4382";"Building Manager Fee";"Housing";"524.15";"0"
"2027-04-15";"************4382";"RoadStar Fuel Stop";"Transport";"20.59";"0"
"2027-04-15";"************4382";"Canterbury Family Foods";"Groceries";"140.09";"0"
"2027-04-15";"************4382";"Auckland Fresh Market";"Groceries";"74.29";"0"
"2027-04-15";"************4382";"Auckland Fresh Market";"Groceries";"113.51";"0"
"2027-04-15";"************4382";"ActiveLife Physiotherapy";"Health";"359.75";"0"
"2027-04-14";"************4382";"Wellington Coffee Room";"Dining";"73.06";"0"
"2027-04-14";"************4382";"Queenstown Path Pass";"Travel";"435.43";"0"
"2027-04-14";"************4382";"BrightWater Services";"Utilities";"134.78";"0"
"2027-04-13";"************4382";"Harbor Internet Co";"Utilities";"218.58";"0"
"2027-04-13";"************4382";"BookTown Store";"Entertainment";"142.83";"0"
"2027-04-12";"************4382";"CloudDesk Storage";"Business";"184.16";"0"
"2027-04-11";"************4382";"ClearNet Fibre";"Utilities";"183.59";"0"
"2027-04-11";"************4382";"Auckland Airport Shuttle";"Travel";"254.82";"0"
"2027-04-10";"************4382";"Nelson Curry Kitchen";"Dining";"133.91";"0"
"2027-04-10";"************4382";"Harbor Noodle House";"Dining";"87.80";"0"
"2027-04-09";"************4382";"Rotorua Organic Store";"Groceries";"103.64";"0"
"2027-04-09";"************4382";"Maple Table Bistro";"Dining";"31.82";"0"
"2027-04-09";"************4382";"Civic Library Membership";"Education";"183.53";"0"
"2027-04-07";"************4382";"ClearNet Fibre";"Utilities";"27.65";"0"
"2027-04-05";"************4382";"Sunset Pizza Works";"Dining";"49.06";"0"
"2027-04-05";"************4382";"Queenstown Burger Loft";"Dining";"118.19";"0"
"2027-04-03";"************4382";"Queenstown Path Pass";"Travel";"52.05";"0"
"2027-04-03";"************4382";"Apartment Service Charge";"Housing";"1105.98";"0"
"2027-04-02";"************4382";"Rotorua Organic Store";"Groceries";"162.47";"0"
"2027-04-02";"************4382";"CodeGarden Classes";"Education";"276.63";"0"
"2027-04-01";"************4382";"Wellington Parking Pay";"Transport";"78.13";"0"
"2027-04-01";"************4382";"HomeCare Upkeep";"Housing";"554.23";"0"
"2027-04-01";"************4382";"Auckland Theatre Tickets";"Entertainment";"152.93";"0"
"2027-03-31";"************4382";"GameCorner Store";"Entertainment";"98.62";"0"
"2027-03-30";"************4382";"Pacific Coast Hostel";"Travel";"260.93";"0"
"2027-03-30";"************4382";"Coastal Spoon Cafe";"Dining";"76.15";"0"
"2027-03-29";"************4382";"StudyHub Materials";"Education";"139.24";"0"
"2027-03-29";"************4382";"BookTown Store";"Entertainment";"70.01";"0"
"2027-03-28";"************4382";"GreenRide Shuttle";"Transport";"36.21";"0"
"2027-03-28";"************4382";"ClearNet Fibre";"Utilities";"76.73";"0"
"2027-03-27";"************4382";"RoadStar Fuel Stop";"Transport";"15.52";"0"
"2027-03-27";"************4382";"Maple Table Bistro";"Dining";"24.41";"0"
"2027-03-27";"************4382";"Kiwi Basket Foods";"Groceries";"146.87";"0"
"2027-03-27";"************4382";"Harbor Language School";"Education";"247.24";"0"
"2027-03-27";"************4382";"GreenRide Shuttle";"Transport";"88.24";"0"
"2027-03-27";"************4382";"GameCorner Store";"Entertainment";"61.78";"0"
"2027-03-24";"************4382";"Kiwi Basket Foods";"Groceries";"59.74";"0"
"2027-03-24";"************4382";"Invoice Client Deposit";"Business";"307.63";"0"
"2027-03-24";"************4382";"CarePlus Lab Services";"Health";"271.61";"0"
"2027-03-23";"************4382";"Nelson Curry Kitchen";"Dining";"79.22";"0"
"2027-03-22";"************4382";"VisionCare Optics";"Health";"146.65";"0"
"2027-03-22";"************4382";"GreenRide Shuttle";"Transport";"78.14";"0"
"2027-03-21";"************4382";"Museum Annual Pass";"Entertainment";"163.40";"0"
"2027-03-21";"************4382";"Auckland Fresh Market";"Groceries";"83.53";"0"
"2027-03-20";"************4382";"Harbor Noodle House";"Dining";"8.44";"0"
"2027-03-20";"************4382";"Auckland Airport Shuttle";"Travel";"313.91";"0"
"2027-03-19";"************4382";"Tasman Daily Market";"Groceries";"93.35";"0"
"2027-03-19";"************4382";"SouthGrid Electric";"Utilities";"193.71";"0"
"2027-03-18";"************4382";"Rent Payment Willow Street";"Housing";"602.33";"0"
"2027-03-17";"************4382";"Invoice Client Deposit";"Business";"443.32";"0"
"2027-03-17";"************4382";"Coastal Spoon Cafe";"Dining";"95.70";"0"
"2027-03-17";"************4382";"Coastal Spoon Cafe";"Dining";"56.11";"0"
"2027-03-17";"************4382";"Auckland Fresh Market";"Groceries";"157.19";"0"
"2027-03-16";"************4382";"Wellington Parking Pay";"Transport";"19.89";"0"
"2027-03-16";"************4382";"BlueSky Mobile";"Utilities";"115.01";"0"
"2027-03-15";"************4382";"PrintWorks Studio";"Business";"254.31";"0"
"2027-03-14";"************4382";"Harbor Noodle House";"Dining";"37.61";"0"
"2027-03-14";"************4382";"CodeGarden Classes";"Education";"230.09";"0"
"2027-03-13";"************4382";"Late Payment Fee";"Fees";"3.45";"0"
"2027-03-13";"************4382";"Bank Transfer Payment";"Payments";"0";"976.92"
"2027-03-12";"************4382";"Online Payment Received";"Payments";"0";"292.85"
"2027-03-12";"************4382";"Auckland Fresh Market";"Groceries";"126.33";"0"
"2027-03-11";"************4382";"Store Return Credit";"Refunds";"0";"38.43"
"2027-03-11";"************4382";"Rotorua Organic Store";"Groceries";"112.12";"0"
"2027-03-10";"************4382";"Riverfront Music Hall";"Entertainment";"104.59";"0"
"2027-03-10";"************4382";"Postbox Rental";"Housing";"1423.08";"0"
"2027-03-09";"************4382";"Streaming Box Monthly";"Entertainment";"31.33";"0"
"2027-03-09";"************4382";"Statement Copy Fee";"Fees";"48.66";"0"
"2027-03-08";"************4382";"Wellness Pharmacy";"Health";"169.31";"0"
"2027-03-08";"************4382";"Wellington Pantry Co";"Groceries";"110.62";"0"
"2027-03-08";"************4382";"SkillBridge Academy";"Education";"135.27";"0"
"2027-03-08";"************4382";"Canterbury Family Foods";"Groceries";"42.63";"0"
"2027-03-07";"************4382";"Payroll Card Payment";"Payments";"0";"543.70"
"2027-03-06";"************4382";"BlueSky Mobile";"Utilities";"230.37";"0"
"2027-03-06";"************4382";"Auckland Theatre Tickets";"Entertainment";"137.40";"0"
"2027-03-05";"************4382";"NorthLine Bus Card";"Transport";"91.68";"0"
"2027-03-05";"************4382";"Harbor Noodle House";"Dining";"52.13";"0"
"2027-03-04";"************4382";"Wellington Coffee Room";"Dining";"43.30";"0"
"2027-03-03";"************4382";"Nelson Curry Kitchen";"Dining";"119.79";"0"
"2027-03-03";"************4382";"Invoice Client Deposit";"Business";"135.79";"0"
"2027-03-03";"************4382";"Harbor Internet Co";"Utilities";"162.52";"0"
"2027-03-01";"************4382";"PostalPro Shipping";"Business";"607.78";"0"
"2027-03-01";"************4382";"Coastal Spoon Cafe";"Dining";"109.29";"0"
"2027-02-28";"************4382";"Payroll Card Payment";"Payments";"0";"1604.89"
"2027-02-27";"************4382";"KiwiPower Monthly";"Utilities";"211.61";"0"
"2027-02-27";"************4382";"Canterbury Family Foods";"Groceries";"119.22";"0"
"2027-02-26";"************4382";"Postbox Rental";"Housing";"1285.09";"0"
"2027-02-26";"************4382";"Coastal Spoon Cafe";"Dining";"23.02";"0"
"2027-02-25";"************4382";"Civic Cinema";"Entertainment";"113.70";"0"
"2027-02-24";"************4382";"VisionCare Optics";"Health";"86.91";"0"
"2027-02-24";"************4382";"Statement Copy Fee";"Fees";"22.13";"0"
"2027-02-24";"************4382";"Auckland Theatre Tickets";"Entertainment";"154.18";"0"
"2027-02-23";"************4382";"Sunset Pizza Works";"Dining";"65.43";"0"
"2027-02-23";"************4382";"Kiwi Basket Foods";"Groceries";"43.73";"0"
"2027-02-21";"************4382";"Harbor Internet Co";"Utilities";"178.68";"0"
"2027-02-21";"************4382";"Canterbury Family Foods";"Groceries";"140.40";"0"
"2027-02-20";"************4382";"Pacific Coast Hostel";"Travel";"411.70";"0"
"2027-02-19";"************4382";"Riverfront Music Hall";"Entertainment";"8.59";"0"
"2027-02-19";"************4382";"ClearNet Fibre";"Utilities";"197.97";"0"
"2027-02-18";"************4382";"Travel Booking Refund";"Refunds";"0";"297.08"
"2027-02-18";"************4382";"CarePlus Lab Services";"Health";"328.80";"0"
"2027-02-18";"************4382";"Aotearoa Lodge Booking";"Travel";"712.19";"0"
"2027-02-15";"************4382";"Sunset Pizza Works";"Dining";"190.13";"0"
"2027-02-15";"************4382";"Service Adjustment Credit";"Refunds";"0";"95.70"
"2027-02-15";"************4382";"DesignMarket License";"Business";"181.59";"0"
"2027-02-14";"************4382";"Merchant Refund";"Refunds";"0";"158.79"
"2027-02-14";"************4382";"GreenRide Shuttle";"Transport";"48.44";"0"
"2027-02-13";"************4382";"BookTown Store";"Entertainment";"22.29";"0"
"2027-02-12";"************4382";"Tasman Daily Market";"Groceries";"10.13";"0"
"2027-02-12";"************4382";"Queenstown Path Pass";"Travel";"850.75";"0"
"2027-02-12";"************4382";"Nelson Curry Kitchen";"Dining";"68.69";"0"
"2027-02-12";"************4382";"Postbox Rental";"Housing";"711.54";"0"
"2027-02-10";"************4382";"SkillBridge Academy";"Education";"398.46";"0"
"2027-02-10";"************4382";"Nelson Curry Kitchen";"Dining";"88.89";"0"
"2027-02-10";"************4382";"Maple Table Bistro";"Dining";"129.05";"0"
"2027-02-10";"************4382";"Harbor Noodle House";"Dining";"75.68";"0"
"2027-02-10";"************4382";"Harbor Language School";"Education";"95.24";"0"
"2027-02-10";"************4382";"Brooklyn Sandwich Bar";"Dining";"30.02";"0"
"2027-02-09";"************4382";"GardenCare Subscription";"Housing";"888.97";"0"
"2027-02-04";"************4382";"Nelson Curry Kitchen";"Dining";"47.03";"0"
"2027-02-04";"************4382";"Canterbury Family Foods";"Groceries";"163.86";"0"
"2027-02-03";"************4382";"MeetingRoom Booking";"Business";"335.74";"0"
"2027-02-02";"************4382";"Museum Annual Pass";"Entertainment";"56.61";"0"
"2027-02-01";"************4382";"Payroll Card Payment";"Payments";"0";"366.91"
"2027-02-01";"************4382";"Late Payment Fee";"Fees";"47.58";"0"
"2027-01-31";"************4382";"Kiwi Basket Foods";"Groceries";"88.72";"0"
"2027-01-31";"************4382";"Civic Cinema";"Entertainment";"55.85";"0"
"2027-01-31";"************4382";"BlueSky Mobile";"Utilities";"54.95";"0"
"2027-01-31";"************4382";"Auckland Waste Service";"Utilities";"250.14";"0"
"2027-01-30";"************4382";"KiwiPower Monthly";"Utilities";"88.32";"0"
"2027-01-29";"************4382";"MetroLink Transit";"Transport";"79.68";"0"
"2027-01-29";"************4382";"HealthFirst Appointment";"Health";"305.06";"0"
"2027-01-28";"************4382";"Kiwi Basket Foods";"Groceries";"60.32";"0"
"2027-01-26";"************4382";"MetroLink Transit";"Transport";"56.01";"0"
"2027-01-26";"************4382";"Brooklyn Sandwich Bar";"Dining";"49.93";"0"
"2027-01-25";"************4382";"VisionCare Optics";"Health";"112.28";"0"
"2027-01-25";"************4382";"Museum Annual Pass";"Entertainment";"204.69";"0"
"2027-01-25";"************4382";"GardenCare Subscription";"Housing";"158.36";"0"
"2027-01-25";"************4382";"DataCraft Workshop";"Education";"350.11";"0"
"2027-01-25";"************4382";"Civic Cinema";"Entertainment";"50.00";"0"
"2027-01-24";"************4382";"GameCorner Store";"Entertainment";"185.48";"0"
"2027-01-24";"************4382";"City Cab Network";"Transport";"40.64";"0"
"2027-01-23";"************4382";"SecureNest Insurance";"Housing";"213.59";"0"
"2027-01-22";"************4382";"Wellington Parking Pay";"Transport";"4.87";"0"
"2027-01-22";"************4382";"KiwiPower Monthly";"Utilities";"58.52";"0"
"2027-01-22";"************4382";"Interest Charge";"Fees";"24.45";"0"
"2027-01-21";"************4382";"Payroll Card Payment";"Payments";"0";"2111.94"
"2027-01-20";"************4382";"ClearNet Fibre";"Utilities";"47.39";"0"
"2027-01-19";"************4382";"Auckland Waste Service";"Utilities";"202.50";"0"
"2027-01-18";"************4382";"Wellington Coffee Room";"Dining";"28.95";"0"
"2027-01-18";"************4382";"SecureNest Insurance";"Housing";"1336.61";"0"
"2027-01-18";"************4382";"MeetingRoom Booking";"Business";"100.77";"0"
"2027-01-18";"************4382";"Harbor Green Grocers";"Groceries";"42.89";"0"
"2027-01-18";"************4382";"Harbor Ferry Ticket";"Transport";"79.48";"0"
"2027-01-17";"************4382";"Wellington Parking Pay";"Transport";"54.55";"0"
"2027-01-17";"************4382";"GardenCare Subscription";"Housing";"1166.63";"0"
"2027-01-17";"************4382";"City Cab Network";"Transport";"47.27";"0"
"2027-01-16";"************4382";"BookNest Learning";"Education";"202.23";"0"
"2027-01-15";"************4382";"KiwiPower Monthly";"Utilities";"249.79";"0"
"2027-01-15";"************4382";"Coastal Spoon Cafe";"Dining";"81.67";"0"
"2027-01-15";"************4382";"Coastal Spoon Cafe";"Dining";"107.76";"0"
"2027-01-14";"************4382";"Harbor Ferry Ticket";"Transport";"19.26";"0"
"2027-01-14";"************4382";"City Cab Network";"Transport";"38.95";"0"
"2027-01-13";"************4382";"North Shore Supermart";"Groceries";"123.05";"0"
"2027-01-13";"************4382";"Credit Card Payment Thank You";"Payments";"0";"1919.05"
"2027-01-13";"************4382";"Auckland Fresh Market";"Groceries";"83.47";"0"
"2027-01-12";"************4382";"Maple Table Bistro";"Dining";"45.45";"0"
"2027-01-11";"************4382";"BrightWater Services";"Utilities";"121.62";"0"
"2027-01-09";"************4382";"Tasman Daily Market";"Groceries";"53.46";"0"
